#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,system_id
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:23:30Z,29.279999999999994,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:23:40Z,29.110000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:23:50Z,29.009999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:00Z,29.120000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:10Z,28.970000000000006,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:20Z,29.07,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:30Z,29.05,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:40Z,29.02,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:24:50Z,29.080000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:00Z,29.209999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:10Z,29.209999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:20Z,29.23,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:30Z,29.029999999999994,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:40Z,29.07,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:25:50Z,28.959999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:00Z,29.040000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:10Z,29.02,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:20Z,28.940000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:30Z,29.140000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:40Z,29.300000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:26:50Z,29.339999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:00Z,29.310000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:10Z,29.120000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:20Z,29.190000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:30Z,29.130000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:40Z,29.240000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:27:50Z,29.449999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:00Z,29.119999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:10Z,29.270000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:20Z,29.22,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:30Z,28.970000000000006,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:40Z,28.97,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:28:50Z,29,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:00Z,28.95,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:10Z,28.96,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:20Z,29.05,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:30Z,29.109999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:40Z,29.080000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:29:50Z,29.140000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:00Z,29.059999999999995,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:10Z,29.020000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:20Z,29.110000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:30Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:40Z,29.03000000000001,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:30:50Z,29.089999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:00Z,29.060000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:10Z,29.04,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:20Z,29.1,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:30Z,29.009999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:40Z,29.040000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:31:50Z,29.07,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:00Z,29.020000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:10Z,29.089999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:20Z,29.059999999999995,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:30Z,29.160000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:40Z,28.97,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:32:50Z,28.888888888888896,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:00Z,28.840000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:10Z,28.909999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:20Z,29.270000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:30Z,29.22,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:40Z,29.15,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:33:50Z,29.160000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:00Z,29.140000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:10Z,29.170000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:20Z,29.070000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:30Z,29.2,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:40Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:34:50Z,29.119999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:00Z,29.040000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:10Z,29.060000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:20Z,28.959999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:30Z,29.110000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:40Z,29.28,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:35:50Z,29.15,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:00Z,29.120000000000005,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:10Z,29.189999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:20Z,29.189999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:30Z,29.119999999999994,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:40Z,29.23,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:36:50Z,29.339999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:00Z,29.03,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:10Z,29,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:20Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:30Z,28.950000000000006,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:40Z,29.089999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:37:50Z,28.910000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:00Z,29.059999999999995,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:10Z,29.119999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:20Z,29.21,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:30Z,29.07,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:40Z,29.080000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:38:50Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:00Z,29.02,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:10Z,29.169999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:20Z,29.109999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:30Z,29.070000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:40Z,29.140000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:39:50Z,29.110000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:00Z,29.160000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:10Z,29.089999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:20Z,29.05,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:30Z,28.96,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:40Z,29.119999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:40:50Z,29.130000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:00Z,29.109999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:10Z,29.04,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:20Z,29.160000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:30Z,29.03,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:40Z,28.980000000000008,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:41:50Z,29.01,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:00Z,29.150000000000006,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:10Z,29.15,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:20Z,29.240000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:30Z,29.21,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:40Z,29.03,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:42:50Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:00Z,29.080000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:10Z,29.129999999999995,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:20Z,29.05,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:30Z,29.189999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:40Z,29.090000000000003,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:43:50Z,29.089999999999996,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:00Z,28.98,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:10Z,29.330000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:20Z,29.139999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:30Z,29.159999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:40Z,29.080000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:44:50Z,29.29,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:00Z,29.189999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:10Z,29.18,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:20Z,29.25,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:30Z,29.259999999999998,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:40Z,28.977777777777778,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:45:50Z,29.119999999999997,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:46:00Z,29.160000000000004,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:46:10Z,29.2,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:46:20Z,29.080000000000002,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:46:30Z,29.150000000000006,air_temperature,raw_sensor_data,hydro_system_01
,,0,2025-08-14T09:20:12.924804808Z,2025-08-14T10:20:12.924804808Z,2025-08-14T09:46:40Z,29.130000000000003,air_temperature,raw_sensor_data,hydro_system_01
